Curso,Unidade de execução,Turno,Turma,Inscritos no turno (no 1º semestre é baseado em estimativas),Turnos com capacidade superior à capacidade das características das salas,Turno com inscrições superiores à capacidade das salas,Dia da Semana,Início,Fim,Dia,Características da sala pedida para a aula,Sala da aula,Lotação,Características reais da sala
LG,Introdução à Gestão,L0520-2T01,"GA4, GA3, GA2, GA1",142,0,1,,11:00:00,12:30:00,,,,,
LG,Introdução à Gestão,L0520-2T01,"GA4, GA3, GA2, GA1",142,0,1,,11:00:00,12:30:00,,,,,
LG,Introdução à Gestão,L0520-2T01,"GA4, GA3, GA2, GA1",142,0,1,,11:00:00,12:30:00,,,,,
LG,Introdução à Gestão,L0520-2T01,"GA4, GA3, GA2, GA1",142,0,1,,11:00:00,12:30:00,,,,,
LG,Introdução à Gestão,L0520-2T01,"GA4, GA3, GA2, GA1",142,0,1,,11:00:00,12:30:00,,,,,
MGI,Métodos de Investigação em Gestão Internacional,M8318TP01,MGIA1,38,0,0,,18:00:00,20:30:00,,,,,
MGI,Métodos de Investigação em Gestão Internacional,M8318TP01,MGIA1,38,0,0,,18:00:00,20:30:00,,,,,
MGI,Métodos de Investigação em Gestão Internacional,M8318TP01,MGIA1,38,0,0,,18:00:00,20:30:00,,,,,
MGI,Métodos de Investigação em Gestão Internacional,M8318TP01,MGIA1,38,0,0,,18:00:00,20:30:00,,,,,
MGI,Métodos de Investigação em Gestão Internacional,M8318TP01,MGIA1,38,0,0,,18:00:00,20:30:00,,,,,
MGI,Métodos de Investigação em Gestão Internacional,M8318TP01,MGIA1,38,0,0,,18:00:00,20:30:00,,,,,
"LG, LGM",Gestão do Marketing,L1805-1PL05,GA5,38,0,0,,13:00:00,14:30:00,,,,,
"LG, LGM",Gestão do Marketing,L1805-1PL05,GA5,38,0,0,,13:00:00,14:30:00,,,,,
"LG, LGM",Gestão do Marketing,L1805-1PL05,GA5,38,0,0,,13:00:00,14:30:00,,,,,
"LG, LGM",Gestão do Marketing,L1805-1PL05,GA5,38,0,0,,13:00:00,14:30:00,,,,,
"LG, LGM",Gestão do Marketing,L1805-1PL05,GA5,38,0,0,,13:00:00,14:30:00,,,,,
"LG, LGM",Gestão do Marketing,L1805-1PL05,GA5,38,0,0,,13:00:00,14:30:00,,,,,
"LG, LGM",Gestão do Marketing,L1805-1PL05,GA5,38,0,0,,13:00:00,14:30:00,,,,,
"LG, LGM",Gestão do Marketing,L1805-1PL05,GA5,38,0,0,,13:00:00,14:30:00,,,,,
"LG, LGM",Gestão do Marketing,L1805-1PL05,GA5,38,0,0,,13:00:00,14:30:00,,,,,
"LG, LGM",Gestão do Marketing,L1805-1PL05,GA5,38,0,0,,13:00:00,14:30:00,,,,,
"LG, LGM",Gestão do Marketing,L1805-1PL05,GA5,38,0,0,,13:00:00,14:30:00,,,,,
"LG, LGM",Gestão do Marketing,L1805-1PL05,GA5,38,0,0,,13:00:00,14:30:00,,,,,
"LG, LGM",Gestão do Marketing,L1805-1PL05,GA5,38,0,0,,14:30:00,16:00:00,,,,,
"LG, LGM",Gestão do Marketing,L1805-1PL05,GA5,38,0,0,,14:30:00,16:00:00,,,,,
"LG, LGM",Gestão do Marketing,L1805-1PL05,GA5,38,0,0,,14:30:00,16:00:00,,,,,
"LG, LGM",Gestão do Marketing,L1805-1PL05,GA5,38,0,0,,14:30:00,16:00:00,,,,,
"LG, LGM",Gestão do Marketing,L1805-1PL05,GA5,38,0,0,,14:30:00,16:00:00,,,,,
"LG, LGM",Gestão do Marketing,L1805-1PL05,GA5,38,0,0,,14:30:00,16:00:00,,,,,
"LG, LGM",Gestão do Marketing,L1805-1PL05,GA5,38,0,0,,14:30:00,16:00:00,,,,,
"LG, LGM",Gestão do Marketing,L1805-1PL05,GA5,38,0,0,,14:30:00,16:00:00,,,,,
"LG, LGM",Gestão do Marketing,L1805-1PL05,GA5,38,0,0,,14:30:00,16:00:00,,,,,
"LG, LGM",Gestão do Marketing,L1805-1PL05,GA5,38,0,0,,14:30:00,16:00:00,,,,,
"LG, LGM",Gestão do Marketing,L1805-1PL05,GA5,38,0,0,,14:30:00,16:00:00,,,,,
"LG, LGM",Gestão do Marketing,L1805-1PL05,GA5,38,0,0,,14:30:00,16:00:00,,,,,
LA-PL,Antropologia e Imagem,L5087TP01,A-PLC1,10,1,0,,21:00:00,22:30:00,,,,,
LA-PL,Antropologia e Imagem,L5087TP01,A-PLC1,10,1,0,,21:00:00,22:30:00,,,,,
LA-PL,Antropologia e Imagem,L5087TP01,A-PLC1,10,1,0,,21:00:00,22:30:00,,,,,
LA-PL,Antropologia e Imagem,L5087TP01,A-PLC1,10,1,0,,21:00:00,22:30:00,,,,,
LA-PL,Antropologia e Imagem,L5087TP01,A-PLC1,10,1,0,,21:00:00,22:30:00,,,,,
LA-PL,Antropologia e Imagem,L5087TP01,A-PLC1,10,1,0,,21:00:00,22:30:00,,,,,
LA-PL,Antropologia e Imagem,L5087TP01,A-PLC1,10,1,0,,21:00:00,22:30:00,,,,,
LA-PL,Antropologia e Imagem,L5087TP01,A-PLC1,10,1,0,,21:00:00,22:30:00,,,,,
LA-PL,Antropologia e Imagem,L5087TP01,A-PLC1,10,1,0,,21:00:00,22:30:00,,,,,
LA-PL,Antropologia e Imagem,L5087TP01,A-PLC1,10,1,0,,21:00:00,22:30:00,,,,,
LA-PL,Antropologia e Imagem,L5087TP01,A-PLC1,10,1,0,,21:00:00,22:30:00,,,,,
LA-PL,Antropologia e Imagem,L5087TP01,A-PLC1,10,1,0,,21:00:00,22:30:00,,,,,
LA-PL,Antropologia e Imagem,L5087TP01,A-PLC1,10,1,0,,19:30:00,21:00:00,,,,,
LA-PL,Antropologia e Imagem,L5087TP01,A-PLC1,10,1,0,,19:30:00,21:00:00,,,,,
LA-PL,Antropologia e Imagem,L5087TP01,A-PLC1,10,1,0,,19:30:00,21:00:00,,,,,
LA-PL,Antropologia e Imagem,L5087TP01,A-PLC1,10,1,0,,19:30:00,21:00:00,,,,,
LA-PL,Antropologia e Imagem,L5087TP01,A-PLC1,10,1,0,,19:30:00,21:00:00,,,,,
LA-PL,Antropologia e Imagem,L5087TP01,A-PLC1,10,1,0,,19:30:00,21:00:00,,,,,
LA-PL,Antropologia e Imagem,L5087TP01,A-PLC1,10,1,0,,19:30:00,21:00:00,,,,,
LA-PL,Antropologia e Imagem,L5087TP01,A-PLC1,10,1,0,,19:30:00,21:00:00,,,,,
LA-PL,Antropologia e Imagem,L5087TP01,A-PLC1,10,1,0,,19:30:00,21:00:00,,,,,
LA-PL,Antropologia e Imagem,L5087TP01,A-PLC1,10,1,0,,19:30:00,21:00:00,,,,,
LA-PL,Antropologia e Imagem,L5087TP01,A-PLC1,10,1,0,,19:30:00,21:00:00,,,,,
LA-PL,Antropologia e Imagem,L5087TP01,A-PLC1,10,1,0,,19:30:00,21:00:00,,,,,
LG,Contabilidade Financeira I,L0638-2PL09,GA5,34,0,0,,14:30:00,16:00:00,,,,,
LG,Contabilidade Financeira I,L0638-2PL09,GA5,34,0,0,,14:30:00,16:00:00,,,,,
LG,Contabilidade Financeira I,L0638-2PL09,GA5,34,0,0,,14:30:00,16:00:00,,,,,
LG,Contabilidade Financeira I,L0638-2PL09,GA5,34,0,0,,14:30:00,16:00:00,,,,,
LG,Contabilidade Financeira I,L0638-2PL09,GA5,34,0,0,,14:30:00,16:00:00,,,,,
LG,Contabilidade Financeira I,L0638-2PL09,GA5,34,0,0,,14:30:00,16:00:00,,,,,
LG,Contabilidade Financeira I,L0638-2PL09,GA5,34,0,0,,14:30:00,16:00:00,,,,,
LG,Contabilidade Financeira I,L0638-2PL09,GA5,34,0,0,,14:30:00,16:00:00,,,,,
LG,Contabilidade Financeira I,L0638-2PL09,GA5,34,0,0,,14:30:00,16:00:00,,,,,
LG,Contabilidade Financeira I,L0638-2PL09,GA5,34,0,0,,14:30:00,16:00:00,,,,,
LG,Contabilidade Financeira I,L0638-2PL09,GA5,34,0,0,,14:30:00,16:00:00,,,,,
LG,Contabilidade Financeira I,L0638-2PL09,GA5,34,0,0,,14:30:00,16:00:00,,,,,
LG,Contabilidade Financeira I,L0638-2PL09,GA5,34,0,0,,13:00:00,14:30:00,,,,,
LG,Contabilidade Financeira I,L0638-2PL09,GA5,34,0,0,,13:00:00,14:30:00,,,,,
LG,Contabilidade Financeira I,L0638-2PL09,GA5,34,0,0,,13:00:00,14:30:00,,,,,
LG,Contabilidade Financeira I,L0638-2PL09,GA5,34,0,0,,13:00:00,14:30:00,,,,,
LG,Contabilidade Financeira I,L0638-2PL09,GA5,34,0,0,,13:00:00,14:30:00,,,,,
LG,Contabilidade Financeira I,L0638-2PL09,GA5,34,0,0,,13:00:00,14:30:00,,,,,
LG,Contabilidade Financeira I,L0638-2PL09,GA5,34,0,0,,13:00:00,14:30:00,,,,,
LG,Contabilidade Financeira I,L0638-2PL09,GA5,34,0,0,,13:00:00,14:30:00,,,,,
LG,Contabilidade Financeira I,L0638-2PL09,GA5,34,0,0,,13:00:00,14:30:00,,,,,
LG,Contabilidade Financeira I,L0638-2PL09,GA5,34,0,0,,13:00:00,14:30:00,,,,,
LG,Contabilidade Financeira I,L0638-2PL09,GA5,34,0,0,,13:00:00,14:30:00,,,,,
LG,Contabilidade Financeira I,L0638-2PL09,GA5,34,0,0,,13:00:00,14:30:00,,,,,
"MEU, MIA",Gestão Urbana,L6082-1T01,"ARE3, ARE2, ARE1",35,0,0,,8:00:00,9:30:00,,,,,
"MEU, MIA",Gestão Urbana,L6082-1T01,"ARE3, ARE2, ARE1",35,0,0,,8:00:00,9:30:00,,,,,
"MEU, MIA",Gestão Urbana,L6082-1T01,"ARE3, ARE2, ARE1",35,0,0,,8:00:00,9:30:00,,,,,
"MEU, MIA",Gestão Urbana,L6082-1T01,"ARE3, ARE2, ARE1",35,0,0,,8:00:00,9:30:00,,,,,
"MEU, MIA",Gestão Urbana,L6082-1T01,"ARE3, ARE2, ARE1",35,0,0,,8:00:00,9:30:00,,,,,
"MEU, MIA",Gestão Urbana,L6082-1T01,"ARE3, ARE2, ARE1",35,0,0,,8:00:00,9:30:00,,,,,
"MEU, MIA",Gestão Urbana,L6082-1T01,"ARE3, ARE2, ARE1",35,0,0,,8:00:00,9:30:00,,,,,
"MEU, MIA",Gestão Urbana,L6082-1T01,"ARE3, ARE2, ARE1",35,0,0,,8:00:00,9:30:00,,,,,
"MEU, MIA",Gestão Urbana,L6082-1T01,"ARE3, ARE2, ARE1",35,0,0,,8:00:00,9:30:00,,,,,
"MEU, MIA",Gestão Urbana,L6082-1T01,"ARE3, ARE2, ARE1",35,0,0,,8:00:00,9:30:00,,,,,
"MEU, MIA",Gestão Urbana,L6082-1T01,"ARE3, ARE2, ARE1",35,0,0,,8:00:00,9:30:00,,,,,
"MEU, MIA",Gestão Urbana,L6082-1T01,"ARE3, ARE2, ARE1",35,0,0,,8:00:00,9:30:00,,,,,
"LETI-PL, LEI-PL, LIGE-PL",Fundamentos de Arquitectura de Computadores,L0705-1TP06,"EI-PLA2, EI-PLA1, ET-PLA2, ET-PLA1",64,0,1,,19:30:00,21:00:00,,,,,
"LETI-PL, LEI-PL, LIGE-PL",Fundamentos de Arquitectura de Computadores,L0705-1TP06,"EI-PLA2, EI-PLA1, ET-PLA2, ET-PLA1",64,0,1,,19:30:00,21:00:00,,,,,
"LETI-PL, LEI-PL, LIGE-PL",Fundamentos de Arquitectura de Computadores,L0705-1TP06,"EI-PLA2, EI-PLA1, ET-PLA2, ET-PLA1",64,0,1,,19:30:00,21:00:00,,,,,
"LETI-PL, LEI-PL, LIGE-PL",Fundamentos de Arquitectura de Computadores,L0705-1TP06,"EI-PLA2, EI-PLA1, ET-PLA2, ET-PLA1",64,0,1,,19:30:00,21:00:00,,,,,
"LETI-PL, LEI-PL, LIGE-PL",Fundamentos de Arquitectura de Computadores,L0705-1TP06,"EI-PLA2, EI-PLA1, ET-PLA2, ET-PLA1",64,0,1,,19:30:00,21:00:00,,,,,
"LETI-PL, LEI-PL, LIGE-PL",Fundamentos de Arquitectura de Computadores,L0705-1TP06,"EI-PLA2, EI-PLA1, ET-PLA2, ET-PLA1",64,0,1,,19:30:00,21:00:00,,,,,
"LETI-PL, LEI-PL, LIGE-PL",Fundamentos de Arquitectura de Computadores,L0705-1TP06,"EI-PLA2, EI-PLA1, ET-PLA2, ET-PLA1",64,0,1,,19:30:00,21:00:00,,,,,
"LETI-PL, LEI-PL, LIGE-PL",Fundamentos de Arquitectura de Computadores,L0705-1TP06,"EI-PLA2, EI-PLA1, ET-PLA2, ET-PLA1",64,0,1,,19:30:00,21:00:00,,,,,
"LETI-PL, LEI-PL, LIGE-PL",Fundamentos de Arquitectura de Computadores,L0705-1TP06,"EI-PLA2, EI-PLA1, ET-PLA2, ET-PLA1",64,0,1,,19:30:00,21:00:00,,,,,
"LETI-PL, LEI-PL, LIGE-PL",Fundamentos de Arquitectura de Computadores,L0705-1TP06,"EI-PLA2, EI-PLA1, ET-PLA2, ET-PLA1",64,0,1,,19:30:00,21:00:00,,,,,
"LETI-PL, LEI-PL, LIGE-PL",Fundamentos de Arquitectura de Computadores,L0705-1TP06,"EI-PLA2, EI-PLA1, ET-PLA2, ET-PLA1",64,0,1,,19:30:00,21:00:00,,,,,
"LETI-PL, LEI-PL, LIGE-PL",Fundamentos de Arquitectura de Computadores,L0705-1TP06,"EI-PLA2, EI-PLA1, ET-PLA2, ET-PLA1",64,0,1,,19:30:00,21:00:00,,,,,
"METI, MEI",Processamento de Sinal Multimédia,M4316T02,"METI-PLA1, MEI-SIGCB1, MEI-MB1",31,0,0,,19:30:00,21:00:00,,,,,
"METI, MEI",Processamento de Sinal Multimédia,M4316T02,"METI-PLA1, MEI-SIGCB1, MEI-MB1",31,0,0,,19:30:00,21:00:00,,,,,
"METI, MEI",Processamento de Sinal Multimédia,M4316T02,"METI-PLA1, MEI-SIGCB1, MEI-MB1",31,0,0,,19:30:00,21:00:00,,,,,
"METI, MEI",Processamento de Sinal Multimédia,M4316T02,"METI-PLA1, MEI-SIGCB1, MEI-MB1",31,0,0,,19:30:00,21:00:00,,,,,
"METI, MEI",Processamento de Sinal Multimédia,M4316T02,"METI-PLA1, MEI-SIGCB1, MEI-MB1",31,0,0,,19:30:00,21:00:00,,,,,
"METI, MEI",Processamento de Sinal Multimédia,M4316T02,"METI-PLA1, MEI-SIGCB1, MEI-MB1",31,0,0,,19:30:00,21:00:00,,,,,
"METI, MEI",Processamento de Sinal Multimédia,M4316T02,"METI-PLA1, MEI-SIGCB1, MEI-MB1",31,0,0,,19:30:00,21:00:00,,,,,
"METI, MEI",Processamento de Sinal Multimédia,M4316T02,"METI-PLA1, MEI-SIGCB1, MEI-MB1",31,0,0,,19:30:00,21:00:00,,,,,
"METI, MEI",Processamento de Sinal Multimédia,M4316T02,"METI-PLA1, MEI-SIGCB1, MEI-MB1",31,0,0,,19:30:00,21:00:00,,,,,
"METI, MEI",Processamento de Sinal Multimédia,M4316T02,"METI-PLA1, MEI-SIGCB1, MEI-MB1",31,0,0,,19:30:00,21:00:00,,,,,
"METI, MEI",Processamento de Sinal Multimédia,M4316T02,"METI-PLA1, MEI-SIGCB1, MEI-MB1",31,0,0,,19:30:00,21:00:00,,,,,
"METI, MEI",Processamento de Sinal Multimédia,M4316T02,"METI-PLA1, MEI-SIGCB1, MEI-MB1",31,0,0,,19:30:00,21:00:00,,,,,
"LS, LS-PL",Sociologia do Ambiente,L5134TP01,"S-PL-C2, S-PL-C1, SC3, SC2, SC1",25,0,1,,13:00:00,14:30:00,,,,,
"LS, LS-PL",Sociologia do Ambiente,L5134TP01,"S-PL-C2, S-PL-C1, SC3, SC2, SC1",25,0,1,,13:00:00,14:30:00,,,,,
"LS, LS-PL",Sociologia do Ambiente,L5134TP01,"S-PL-C2, S-PL-C1, SC3, SC2, SC1",25,0,1,,13:00:00,14:30:00,,,,,
"LS, LS-PL",Sociologia do Ambiente,L5134TP01,"S-PL-C2, S-PL-C1, SC3, SC2, SC1",25,0,1,,13:00:00,14:30:00,,,,,
"LS, LS-PL",Sociologia do Ambiente,L5134TP01,"S-PL-C2, S-PL-C1, SC3, SC2, SC1",25,0,1,,13:00:00,14:30:00,,,,,
"LS, LS-PL",Sociologia do Ambiente,L5134TP01,"S-PL-C2, S-PL-C1, SC3, SC2, SC1",25,0,1,,13:00:00,14:30:00,,,,,
"LS, LS-PL",Sociologia do Ambiente,L5134TP01,"S-PL-C2, S-PL-C1, SC3, SC2, SC1",25,0,1,,13:00:00,14:30:00,,,,,
"LS, LS-PL",Sociologia do Ambiente,L5134TP01,"S-PL-C2, S-PL-C1, SC3, SC2, SC1",25,0,1,,13:00:00,14:30:00,,,,,
"LS, LS-PL",Sociologia do Ambiente,L5134TP01,"S-PL-C2, S-PL-C1, SC3, SC2, SC1",25,0,1,,13:00:00,14:30:00,,,,,
"LS, LS-PL",Sociologia do Ambiente,L5134TP01,"S-PL-C2, S-PL-C1, SC3, SC2, SC1",25,0,1,,13:00:00,14:30:00,,,,,
"LS, LS-PL",Sociologia do Ambiente,L5134TP01,"S-PL-C2, S-PL-C1, SC3, SC2, SC1",25,0,1,,13:00:00,14:30:00,,,,,
"LS, LS-PL",Sociologia do Ambiente,L5134TP01,"S-PL-C2, S-PL-C1, SC3, SC2, SC1",25,0,1,,13:00:00,14:30:00,,,,,
"LS, LS-PL",Sociologia do Ambiente,L5134TP01,"S-PL-C2, S-PL-C1, SC3, SC2, SC1",25,0,1,,11:00:00,12:30:00,,,,,
"LS, LS-PL",Sociologia do Ambiente,L5134TP01,"S-PL-C2, S-PL-C1, SC3, SC2, SC1",25,0,1,,11:00:00,12:30:00,,,,,
"LS, LS-PL",Sociologia do Ambiente,L5134TP01,"S-PL-C2, S-PL-C1, SC3, SC2, SC1",25,0,1,,11:00:00,12:30:00,,,,,
"LS, LS-PL",Sociologia do Ambiente,L5134TP01,"S-PL-C2, S-PL-C1, SC3, SC2, SC1",25,0,1,,11:00:00,12:30:00,,,,,
"LS, LS-PL",Sociologia do Ambiente,L5134TP01,"S-PL-C2, S-PL-C1, SC3, SC2, SC1",25,0,1,,11:00:00,12:30:00,,,,,
"LS, LS-PL",Sociologia do Ambiente,L5134TP01,"S-PL-C2, S-PL-C1, SC3, SC2, SC1",25,0,1,,11:00:00,12:30:00,,,,,
"LS, LS-PL",Sociologia do Ambiente,L5134TP01,"S-PL-C2, S-PL-C1, SC3, SC2, SC1",25,0,1,,11:00:00,12:30:00,,,,,
"LS, LS-PL",Sociologia do Ambiente,L5134TP01,"S-PL-C2, S-PL-C1, SC3, SC2, SC1",25,0,1,,11:00:00,12:30:00,,,,,
"LS, LS-PL",Sociologia do Ambiente,L5134TP01,"S-PL-C2, S-PL-C1, SC3, SC2, SC1",25,0,1,,11:00:00,12:30:00,,,,,
"LS, LS-PL",Sociologia do Ambiente,L5134TP01,"S-PL-C2, S-PL-C1, SC3, SC2, SC1",25,0,1,,11:00:00,12:30:00,,,,,
"LS, LS-PL",Sociologia do Ambiente,L5134TP01,"S-PL-C2, S-PL-C1, SC3, SC2, SC1",25,0,1,,11:00:00,12:30:00,,,,,
"LS, LS-PL",Sociologia do Ambiente,L5134TP01,"S-PL-C2, S-PL-C1, SC3, SC2, SC1",25,0,1,,11:00:00,12:30:00,,,,,
MGI,Gestão Intercultural (Mim),00809PL01,MGIA1,37,0,0,,18:00:00,20:30:00,,,,,
MGI,Gestão Intercultural (Mim),00809PL01,MGIA1,37,0,0,,9:30:00,12:00:00,,,,,
MGI,Gestão Intercultural (Mim),00809PL01,MGIA1,37,0,0,,9:30:00,12:00:00,,,,,
MGI,Gestão Intercultural (Mim),00809PL01,MGIA1,37,0,0,,18:00:00,20:30:00,,,,,
MGI,Gestão Intercultural (Mim),00809PL01,MGIA1,37,0,0,,18:00:00,20:30:00,,,,,
MGI,Gestão Intercultural (Mim),00809PL01,MGIA1,37,0,0,,18:00:00,20:30:00,,,,,
MCE,Perspectivas e Teorias das Emoções,00151-1PL01,MCEA1,14,0,0,,18:00:00,20:00:00,,,,,
MCE,Perspectivas e Teorias das Emoções,00151-1PL01,MCEA1,14,0,0,,20:00:00,22:00:00,,,,,
MCE,Perspectivas e Teorias das Emoções,00151-1PL01,MCEA1,14,0,0,,18:00:00,20:00:00,,,,,
DHMC,Tese em História Moderna e Contemporânea I,02640S01,DHMCB1,7,0,1,,18:00:00,21:00:00,,,,,
DHMC,Tese em História Moderna e Contemporânea I,02640S01,DHMCB1,7,0,1,,18:00:00,21:00:00,,,,,
DHMC,Tese em História Moderna e Contemporânea I,02640S01,DHMCB1,7,0,1,,18:00:00,21:00:00,,,,,
DHMC,Tese em História Moderna e Contemporânea I,02640S01,DHMCB1,7,0,1,,18:00:00,21:00:00,,,,,
DHMC,Tese em História Moderna e Contemporânea I,02640S01,DHMCB1,7,0,1,,18:00:00,21:00:00,,,,,
DHMC,Tese em História Moderna e Contemporânea I,02640S01,DHMCB1,7,0,1,,18:00:00,21:00:00,,,,,
"METI, MEI",Programação Avançada,M4310T01,"METI-PLA1, METIA1, MEI-SIGCB1, MEI-MB1, MEI-SIGCA1, MEI-MA1",32,0,0,,18:00:00,19:30:00,,,,,
"METI, MEI",Programação Avançada,M4310T01,"METI-PLA1, METIA1, MEI-SIGCB1, MEI-MB1, MEI-SIGCA1, MEI-MA1",32,0,0,,18:00:00,19:30:00,,,,,
"METI, MEI",Programação Avançada,M4310T01,"METI-PLA1, METIA1, MEI-SIGCB1, MEI-MB1, MEI-SIGCA1, MEI-MA1",32,0,0,,18:00:00,19:30:00,,,,,
"METI, MEI",Programação Avançada,M4310T01,"METI-PLA1, METIA1, MEI-SIGCB1, MEI-MB1, MEI-SIGCA1, MEI-MA1",32,0,0,,18:00:00,19:30:00,,,,,
"METI, MEI",Programação Avançada,M4310T01,"METI-PLA1, METIA1, MEI-SIGCB1, MEI-MB1, MEI-SIGCA1, MEI-MA1",32,0,0,,18:00:00,19:30:00,,,,,
"METI, MEI",Programação Avançada,M4310T01,"METI-PLA1, METIA1, MEI-SIGCB1, MEI-MB1, MEI-SIGCA1, MEI-MA1",32,0,0,,18:00:00,19:30:00,,,,,
"METI, MEI",Programação Avançada,M4310T01,"METI-PLA1, METIA1, MEI-SIGCB1, MEI-MB1, MEI-SIGCA1, MEI-MA1",32,0,0,,18:00:00,19:30:00,,,,,
"METI, MEI",Programação Avançada,M4310T01,"METI-PLA1, METIA1, MEI-SIGCB1, MEI-MB1, MEI-SIGCA1, MEI-MA1",32,0,0,,18:00:00,19:30:00,,,,,
"METI, MEI",Programação Avançada,M4310T01,"METI-PLA1, METIA1, MEI-SIGCB1, MEI-MB1, MEI-SIGCA1, MEI-MA1",32,0,0,,18:00:00,19:30:00,,,,,
"METI, MEI",Programação Avançada,M4310T01,"METI-PLA1, METIA1, MEI-SIGCB1, MEI-MB1, MEI-SIGCA1, MEI-MA1",32,0,0,,18:00:00,19:30:00,,,,,
"METI, MEI",Programação Avançada,M4310T01,"METI-PLA1, METIA1, MEI-SIGCB1, MEI-MB1, MEI-SIGCA1, MEI-MA1",32,0,0,,18:00:00,19:30:00,,,,,
"METI, MEI",Programação Avançada,M4310T01,"METI-PLA1, METIA1, MEI-SIGCB1, MEI-MB1, MEI-SIGCA1, MEI-MA1",32,0,0,,18:00:00,19:30:00,,,,,
"MPCPCJR, MPCPM",Programas de Intervenção Social,00629PL01,"MPCPMB1, MPCPCJRA1",26,0,0,,20:00:00,22:00:00,,,,,
"MPCPCJR, MPCPM",Programas de Intervenção Social,00629PL01,"MPCPMB1, MPCPCJRA1",26,0,0,,20:00:00,22:00:00,,,,,
"MPCPCJR, MPCPM",Programas de Intervenção Social,00629PL01,"MPCPMB1, MPCPCJRA1",26,0,0,,20:00:00,22:00:00,,,,,
"MPCPCJR, MPCPM",Programas de Intervenção Social,00629PL01,"MPCPMB1, MPCPCJRA1",26,0,0,,18:00:00,20:00:00,,,,,
DGT,Desenvolvimento Económico e Planeamento em Turismo,02287S02,DGT_A1,6,0,0,,9:00:00,13:00:00,,,,,
DGT,Desenvolvimento Económico e Planeamento em Turismo,02287S02,DGT_A1,6,0,0,,14:00:00,18:00:00,,,,,
DGT,Desenvolvimento Económico e Planeamento em Turismo,02287S02,DGT_A1,6,0,0,,9:00:00,13:00:00,,,,,
METI,Inteligência e Gestão de Redes e Serviços,M8390PL04,METI-PLA1,40,0,0,,19:30:00,21:00:00,,,,,
METI,Inteligência e Gestão de Redes e Serviços,M8390PL04,METI-PLA1,40,0,0,,19:30:00,21:00:00,,,,,
METI,Inteligência e Gestão de Redes e Serviços,M8390PL04,METI-PLA1,40,0,0,,19:30:00,21:00:00,,,,,
METI,Inteligência e Gestão de Redes e Serviços,M8390PL04,METI-PLA1,40,0,0,,19:30:00,21:00:00,,,,,
METI,Inteligência e Gestão de Redes e Serviços,M8390PL04,METI-PLA1,40,0,0,,18:00:00,19:30:00,,,,,
METI,Inteligência e Gestão de Redes e Serviços,M8390PL04,METI-PLA1,40,0,0,,18:00:00,19:30:00,,,,,
METI,Inteligência e Gestão de Redes e Serviços,M8390PL04,METI-PLA1,40,0,0,,18:00:00,19:30:00,,,,,
METI,Inteligência e Gestão de Redes e Serviços,M8390PL04,METI-PLA1,40,0,0,,18:00:00,19:30:00,,,,,
MEI,Gestão do Conhecimento e Cultura Organizacional,M8683TP02,"MEI-SIGCB1, MEI-SIGCA1",35,0,0,,19:30:00,21:00:00,,,,,
MEI,Gestão do Conhecimento e Cultura Organizacional,M8683TP02,"MEI-SIGCB1, MEI-SIGCA1",35,0,0,,19:30:00,21:00:00,,,,,
MEI,Gestão do Conhecimento e Cultura Organizacional,M8683TP02,"MEI-SIGCB1, MEI-SIGCA1",35,0,0,,19:30:00,21:00:00,,,,,
MEI,Gestão do Conhecimento e Cultura Organizacional,M8683TP02,"MEI-SIGCB1, MEI-SIGCA1",35,0,0,,19:30:00,21:00:00,,,,,
MEI,Gestão do Conhecimento e Cultura Organizacional,M8683TP02,"MEI-SIGCB1, MEI-SIGCA1",35,0,0,,19:30:00,21:00:00,,,,,
MEI,Gestão do Conhecimento e Cultura Organizacional,M8683TP02,"MEI-SIGCB1, MEI-SIGCA1",35,0,0,,19:30:00,21:00:00,,,,,
MEI,Gestão do Conhecimento e Cultura Organizacional,M8683TP02,"MEI-SIGCB1, MEI-SIGCA1",35,0,0,,19:30:00,21:00:00,,,,,
MEI,Gestão do Conhecimento e Cultura Organizacional,M8683TP02,"MEI-SIGCB1, MEI-SIGCA1",35,0,0,,19:30:00,21:00:00,,,,,
MEI,Gestão do Conhecimento e Cultura Organizacional,M8683TP02,"MEI-SIGCB1, MEI-SIGCA1",35,0,0,,21:00:00,22:30:00,,,,,
MEI,Gestão do Conhecimento e Cultura Organizacional,M8683TP02,"MEI-SIGCB1, MEI-SIGCA1",35,0,0,,21:00:00,22:30:00,,,,,
MEI,Gestão do Conhecimento e Cultura Organizacional,M8683TP02,"MEI-SIGCB1, MEI-SIGCA1",35,0,0,,21:00:00,22:30:00,,,,,
MEI,Gestão do Conhecimento e Cultura Organizacional,M8683TP02,"MEI-SIGCB1, MEI-SIGCA1",35,0,0,,21:00:00,22:30:00,,,,,
MEI,Gestão do Conhecimento e Cultura Organizacional,M8683TP02,"MEI-SIGCB1, MEI-SIGCA1",35,0,0,,21:00:00,22:30:00,,,,,
MEI,Gestão do Conhecimento e Cultura Organizacional,M8683TP02,"MEI-SIGCB1, MEI-SIGCA1",35,0,0,,21:00:00,22:30:00,,,,,
MEI,Gestão do Conhecimento e Cultura Organizacional,M8683TP02,"MEI-SIGCB1, MEI-SIGCA1",35,0,0,,21:00:00,22:30:00,,,,,
